Nombre de génération, Nombre d'étapes, x, y, z, seuil
8442,521,1036,-1192,11396,11169
8443,274,1556,5229,-2278,4488
8444,194,5417,10798,10299,26303
8445,22,11227,2987,12519,26672
8446,108,-1144,5792,9192,13766
8447,45,9035,7296,10456,26582
8448,341,9720,12147,5665,27457
8449,27,10570,12312,3986,26819
8450,56,2097,3489,5858,11423
8451,326,12942,6932,4406,24183
8452,2,2449,638,876,3929
8453,30,6391,11367,7415,25059
8454,80,6844,2203,6551,15503
8455,165,4413,6890,-1182,10075
8456,386,9188,-19716,15043,4503
8457,8,1165,8530,6057,15645
8458,187,13306,5070,2994,21244
8459,7,3621,8441,5016,16949
8460,37,14730,4818,4565,24112
8461,82,8054,5774,4200,17854
8462,286,7845,7263,-6532,8553
8463,352,11566,392,8587,20477
8464,327,9473,1718,-2974,8164
8465,236,-1380,15599,13319,27329
8466,94,2760,-2583,5781,5931
8467,35,11178,3374,12433,26797
8468,93,1875,5418,13695,20810
8469,405,17186,11611,-2152,26518
8470,478,-7152,6581,7821,7243
8471,81,-3504,-718,9932,5670
8472,262,-386,13516,-5523,7533
8473,20,1668,8176,4839,14587
8474,41,11450,9058,8847,29282
8475,30,3210,5459,7452,16117
8476,501,-3111,4457,6644,7969
8477,152,3099,-127,9081,11958
8478,5,5785,9201,6830,21747
8479,329,685,19378,7841,27871
8480,42,1750,2995,2380,7073
8481,22,7693,3737,5734,17121
8483,805,5694,9526,-4309,10880
8484,123,1465,12805,1793,15932
8485,101,3402,10241,1563,15145
8486,28,8349,9553,4611,22365
8487,160,3032,-270,1801,4531
8488,102,9388,-2292,7696,14700
8489,91,1535,2169,-45,3644
8490,304,10478,6034,6667,23178
8491,1,7676,3963,8119,19725
8492,667,-22627,40543,-11826,6069
8493,25,6077,7174,4100,17255
8494,28,10555,9614,8506,28564
8495,28,10161,7271,6352,23651
8496,283,10641,4875,10501,25822
8497,20,5412,4987,8633,18931
8498,25,7312,2988,9844,20112
8499,24,3608,9281,12357,25170
8500,23,8552,9675,6799,24995
8501,36,8271,5727,8452,22390
8502,207,19693,3656,5327,28526
8503,152,4075,10194,-398,13821
8504,322,1516,-4895,6698,3298
8505,41,5825,5843,9788,21410
8506,811,30347,-45999,26824,11070
8508,25,2694,10988,4450,18108
8509,94,5774,4,4107,9793
8510,325,7140,-5833,11763,12977
8511,199,13936,9767,4246,27751
8512,23,9411,11304,8089,28613
8513,25,8531,4065,6917,19493
8514,1,5419,6949,121,12393
8515,22,5608,4329,4496,14357
8516,36,2435,-1100,4850,6124
8517,215,15439,11615,3020,29821
8519,145,1899,12219,-1377,12624
8520,1041,-27291,39494,-7521,4660
8521,29,8519,6015,7339,21743
8522,76,3722,-1043,6909,9504
8523,63,6292,2385,3219,11791
8524,38,8852,6244,10350,25376
8525,187,9089,1907,-1804,9126
8526,36,13554,10512,5106,28986
8527,29,-1360,496,5773,4894
8528,191,-3876,12921,3223,12168
8529,659,-1916,20257,-14026,4306
8530,47,6818,10915,9470,27096
8531,5,7129,408,5621,13096
8532,38,9081,4273,9819,22968
8533,53,10450,8344,7660,26440
8534,153,2293,355,3810,6423
8535,554,23166,2807,-18068,7878
8536,35,7000,13302,4123,24359
8537,25,1414,8185,8502,18091
8538,42,10942,6143,8855,25777
8539,520,21214,-12809,1,8337
8540,27,7324,9412,9679,26247
8541,41,8214,8390,9487,26090
8542,577,10414,15517,-715,25008
8543,55,2928,5371,423,8691
8545,47,6870,-22,1435,8264
8546,194,240,6708,5927,12773
8547,26,10401,2749,11804,24763
8548,259,4237,15976,-3104,17038
8549,149,3711,6018,-2943,6719
8550,34,11310,6405,8789,26283
8551,133,4599,5789,-212,10130
8552,26,9786,10854,4873,25364
8553,174,-424,-3895,18489,14083
8554,25,5864,7839,7210,20843
8555,46,3674,1234,2585,7444
8556,268,1066,11187,6640,18709
8557,49,1354,8254,4216,13712
8558,8,9192,10093,6539,25810
8559,42,6324,1250,3099,10670
8560,388,3845,10039,-4512,9358
8561,198,-4139,98,11068,6992
8562,6,4887,6553,7453,18785
8563,5,6492,4482,1867,12766
8564,31,6669,6301,6544,19471
8565,18,9000,7416,4779,21055
8566,301,7571,10976,5326,23778
8567,239,5101,8953,8723,22615
8569,40,6963,6446,10347,23566
8570,477,1254,253,6869,8335
8571,281,5330,24103,-875,28503
8572,271,-316,10679,-3289,7039
8573,3235,-39855,19043,24598,3777
8574,341,21890,17024,-19065,19780
8575,13,1111,10454,402,11883
8576,42,5924,2545,-426,8002
8577,351,-7542,5900,9346,7664
8578,18,8883,8067,10041,26860
8579,39,5840,9951,11461,27231
8580,24,3825,10210,9721,23568
8581,298,3776,118,16841,20616
8582,192,3846,-4276,8977,8477
8583,42,14109,6893,6001,26962
8584,37,9576,8329,9877,27673
8585,47,15088,7982,7126,29978
8586,90,5386,1307,5777,12418
8587,234,2420,-1018,7114,8507
8588,367,-9202,-7300,22866,6303
8589,28,4884,10354,4078,19283
8590,239,6435,2744,-583,8595
8591,35,10724,6574,4333,21492
8592,127,3147,-1501,3247,4882
8593,6,1432,8884,5908,16198
8594,5,1048,9024,3654,13689
8595,34,10098,5420,11392,26655
8596,36,10833,7454,5183,23339
8597,332,4114,6219,-103,10217
8598,401,-11993,2152,15156,5267
8599,10,5661,6348,5533,17450
8600,50,6801,12509,8765,27872
8601,35,-893,4531,3743,7358
8602,113,1632,8658,10103,20365
8603,112,5294,1325,12127,18743
8604,101,130,8404,4842,13335
8605,61,-1656,5267,8528,12121
8606,55,7451,10111,12578,29860
8607,179,209,4477,-1567,3103
8608,170,4625,1415,7418,13384
8609,291,5632,-7563,8128,6155
8610,11,8935,5477,8916,23187
8611,300,3744,14385,-9537,8525
8612,258,1022,10373,5021,16346
8613,125,2465,2240,4224,8923
8614,24,4114,12812,9040,25785
8615,17,2442,10394,3943,16632
8616,5,9126,4867,3455,17387
8617,259,7856,-2320,7781,13265
8618,137,6862,8031,3415,18147
8619,875,-15248,-2630,44695,26708
8620,30,4141,2929,6726,13708
8621,191,-4918,8658,3454,7193
8622,63,2049,2334,-123,4250
8623,470,18714,12884,-17781,13755
8624,222,2352,6503,13197,21996
8625,32,7266,7842,4540,19610
8626,1,8593,2740,5793,17094
8627,56,6517,7628,5311,19386
8628,42,6651,9025,5018,20529
8629,43,9379,8479,9488,27076
8630,36,9477,9728,10653,29714
8631,21,10857,10505,5389,26639
8632,215,2643,6687,6488,15811
8633,70,5256,734,2473,8415
8634,29,6512,10441,9141,25874
8635,51,5214,7577,11740,24399
8636,692,-11104,15047,812,4739
8637,250,1932,8155,10616,20610
8638,291,-1653,11713,19089,29036
8639,333,-4259,1565,27980,25135
8640,27,1113,9259,9910,20093
8641,59,3612,179,6771,10506
8642,140,-781,12704,945,12748
8643,127,6347,-600,13444,19148
8644,176,-4172,9035,4407,9234
8645,15,4104,2273,5679,11966
8646,39,10358,5662,12443,28248
8648,1,5584,6279,2127,13876
8649,129,5273,4127,7727,16984
8650,178,2144,5595,5745,13418
8651,88,6015,7114,-159,12891
8652,52,7745,13836,5965,27374
8653,210,-1026,6992,636,6558
8654,453,16051,7842,2324,25986
8655,41,2362,2644,-514,4475
8657,154,1042,3537,10310,14802
8660,9,2162,4540,4488,11080
8661,182,4542,-2435,9165,11162
8662,189,7120,-5625,3337,4790
8663,46,16005,6209,6361,28436
8665,26,9615,5179,4087,18737
8667,64,5943,6696,-2083,10457
8668,114,-1673,7243,6253,11707
8669,10,6450,6887,7558,20785
8670,86,6231,5045,4995,16223
8671,692,13338,-1837,-3113,8358
8672,540,-5940,-4614,13859,3292
8673,407,9121,-9138,11693,11566
8674,10,9209,9075,4593,22751
8675,58,5046,9173,832,15005
8676,22,6981,5187,10469,22433
8677,18,5040,6683,7816,19366
8678,120,2548,-422,4974,7094
8679,18,2135,8511,6302,16834
8680,12,6261,3603,9903,19666
8681,0,1396,6039,5666,12980
8683,180,6459,309,4063,10766
8684,281,-5958,14869,1358,10229
8685,24,11141,7028,3999,21969
8686,220,5191,7570,7136,19820
8687,134,2179,7455,5247,14790
8688,44,4508,13219,12207,29757
8689,3,4324,3549,7450,15309
8691,551,10340,-4363,-247,5730
8692,28,7277,10114,3919,21225
8693,25,9736,7872,12206,29705
8694,38,8754,8459,10794,27793
8695,41,14641,9214,5443,29009
8696,16,8055,6607,3528,18154
8697,25,5208,3252,11620,20071
8698,437,-9522,18643,3626,12651
8699,232,-6333,14255,-2776,5136
8700,22,4768,7237,10634,22549
8701,160,-2910,3122,11605,11785
8702,16,6346,9927,2429,18583
8703,131,-6818,5523,6328,4999
8704,52,11061,8226,8421,27440
8705,43,6551,14114,7479,28041
8706,227,-3325,4739,7696,9094
8707,174,4319,10302,6008,20582
8708,51,8793,7500,6719,22957
8709,210,-525,13277,2038,14676
8711,17,3401,5706,4084,13150
8712,6,4119,3516,5556,13149
8713,519,15472,-1590,4978,18779
8714,51,8445,4648,12085,25036
8715,107,2411,4398,3703,10479
8716,123,9181,-3850,2591,7905
8717,149,2470,3534,669,6624
8718,2,478,7424,7883,15730
8719,473,750,2343,10599,13582
8720,121,7422,7204,-365,14239
8721,69,2637,-850,2375,4160
8722,177,11823,9110,3123,24007
8723,107,4871,2273,4742,11801
8724,122,7493,-1280,4450,10580
8726,48,14086,8555,7370,29993
8727,22,7880,10906,6894,25443
8728,68,679,7535,1297,9474
8729,202,14256,6516,1758,22422
8730,32,10887,9124,8237,27987
8731,27,4168,9856,4963,18827
8732,43,12877,7197,5568,25400
8733,19,2539,7466,3052,12970
8734,0,10040,4916,934,15761
8735,66,2410,2475,5883,10721
8736,30,13181,4597,11473,29109
8737,117,2620,5238,-1157,6656
8738,553,15389,4336,4904,24449
8740,158,7598,2608,9959,20142
8741,31,7510,6781,9779,24055
8742,84,-2011,8642,6459,13040
8743,319,4804,4791,1764,11352
8744,164,9162,3162,700,12904
8745,113,3792,7823,3634,15166
8746,80,8340,-2162,4169,10339
8747,15,5892,10536,908,17288
8748,45,3553,11038,11776,26191
8749,142,2903,7291,1685,11860
8750,38,6532,7843,9493,23784
8751,245,3346,6698,7934,17817
8752,111,-2120,6392,11827,16034
8753,42,8258,12756,6969,27892
8754,135,13282,5989,-6456,12728
8755,50,8381,8701,9198,26200
8756,50,10292,12172,7615,29879
8757,23,7997,3019,4708,15612
8758,25,8492,12248,6785,27281
8759,6,6773,8040,2113,16798
8761,34,8494,12088,3146,23525
8762,30,8745,2533,9038,20115
8763,107,2693,5857,2523,10989
8764,118,11485,-276,-146,10970
8765,248,6269,7008,-4660,8569
8766,32,11581,4740,5368,21514
8767,120,5333,7413,6402,19107
8768,54,332,3873,5507,9680
8769,127,7221,6557,-1795,11980
8770,16,8466,11369,6959,26696
8771,123,7406,934,2220,10543
8772,228,2228,1367,15974,19384
8773,77,688,110,3036,3806
8774,102,9484,-2883,8416,14926
8776,27,9220,10598,7937,27509
8777,38,5704,7122,10560,23339
8778,142,1712,-724,12368,13331
8779,432,20261,-11140,-2373,6694
8780,71,851,1513,4069,6389
8781,26,3476,12084,8134,23522
8782,38,11596,6567,11497,29465
8783,6,10084,2865,997,13815
8784,267,22756,-1665,6649,27571
8785,26,11048,9188,6549,26642
8786,52,13035,7888,7466,28254
8787,89,3334,1615,9054,13908
8788,42,8429,6043,5170,19561
8789,39,6751,9107,7446,23281
8790,22,11399,5930,9710,26913
8791,27,6105,7327,11301,24662
8792,515,-6421,28001,-13803,7762
8793,8,8193,4421,9221,21753
8794,468,6645,-15541,24926,16022
8795,27,8239,10694,11177,29966
8796,643,-747,-7233,31485,23487
8797,1,8370,9984,5507,23812
8798,94,7751,345,-1638,6419
8799,502,7752,796,10891,19333
8800,139,2870,10466,8279,21586
8801,263,3045,5090,17124,25224
8802,314,15990,-3856,-5515,6591
8803,246,2113,1092,17372,20564
8804,85,1043,5968,2978,9900
8805,48,13932,8423,4512,26628
8806,157,2374,-3730,7631,6239
8807,30,7282,2427,10251,19763
8808,21,10722,4085,6967,21699
8809,630,-1248,-20318,32445,10843
8810,217,1574,6470,-432,7540
8811,207,4795,-4068,10770,11415
8812,31,2748,8777,11688,23174
8813,190,5097,876,-556,5368
8814,356,10925,-6083,5838,10594
8815,181,1153,-3513,10580,8205
8816,154,-166,-301,12668,12197
8817,428,-5451,10108,8685,13292
8818,212,7281,2840,11708,21661
8819,135,7267,5228,1643,14059
8820,218,-481,11300,15035,25718
8821,0,6136,5216,1878,13113
8822,246,2551,-3690,19698,18441
8823,19,5004,1840,4791,11587
8824,163,3131,9785,384,13247
8826,16,7643,3009,2278,12806
8827,322,2701,13903,-12150,4452
8828,5,8259,9784,5955,23817
8829,29,8789,5990,10221,24762
8830,93,-4218,1190,9051,5988
8831,86,3801,-5014,6265,5022
8832,140,-3734,7097,5100,8421
8833,131,6905,2244,3875,12989
8834,86,-1453,1856,10165,10557
8835,28,8570,3165,6925,18552
8836,260,4995,17380,-1900,20403
8837,48,11463,10200,5682,27294
8838,130,9947,2839,2148,14919
8839,15,6227,10603,9073,25770
8841,229,2978,-2934,13768,13752
8842,27,1689,4818,6809,13216
8843,71,6918,-1117,6490,12276
8844,307,10698,4064,8230,22804
8845,45,6006,10319,12325,28521
8847,4,7975,5144,7828,20800
8849,162,7584,-403,-2719,4450
8850,8,7733,2434,7445,17470
8851,161,-2149,488,9286,7572
8852,29,9493,6172,12421,28019
8853,97,3699,8699,-829,11557
8854,138,-1095,5810,532,5199
8855,5,1494,3092,7535,12111
8856,36,11708,5100,12164,28692
8857,178,11971,-4890,5738,12740
8858,126,2386,4437,3010,9741
8859,108,675,-2314,12857,11127
8860,218,9001,2067,3407,14409
8861,41,12279,4130,8809,25020
8862,24,7172,11331,8777,27244
8863,31,9479,4281,12213,25973
8864,23,10139,9970,9281,29252
8865,36,8961,3707,6970,19531
8866,31,5956,11596,7420,24764
8867,153,4250,6770,4474,15348
8868,214,9259,9107,10184,28409
8869,41,12198,5557,4788,22382
8870,41,11891,6527,8421,26741
8871,155,5480,6810,6627,18858
8873,12,2678,4802,7008,14407
8874,15,6894,4535,5222,16562
8875,425,14983,5290,9114,29236
8876,47,6960,7877,13963,28664
8877,1184,32114,-39262,11891,4717
8878,5,6718,6061,3341,16088
8880,38,9124,7118,10175,26380
8881,3,5932,5898,6884,18664
8882,83,10282,3948,-1631,12539
8883,66,5462,5867,2262,13583
8884,223,12310,5568,-5075,12751
8885,39,6389,5744,6047,18124
8886,2,705,4808,311,5793
8887,748,34787,-2509,-25249,6992
8888,168,-6668,787,10308,4417
8889,556,-9054,1531,14508,6917
8890,204,4456,5640,9404,19427
8892,41,5858,10814,12073,28614
8893,74,5678,9978,6179,21682
8894,619,9262,4231,-10324,3167
8895,295,2964,-1578,20117,21433
8896,26,10750,6507,9604,26672
8897,28,5827,8829,10379,24875
8898,28,11301,4941,5051,21108
8899,28,4104,3040,11016,17983
8900,198,-72,11910,10192,21856
8901,35,8604,7606,2564,18718
8902,43,-1886,5151,892,4139
8903,21,2474,5374,5514,13272
8904,2161,22632,-16197,621,7037
8906,28,9497,2013,10583,21981
8907,176,11269,7636,7004,25701
8908,120,1741,12654,1185,15571
8909,149,7675,-850,3797,10594
8910,31,11657,6192,3577,21396
8911,173,14303,2109,-1242,15157
8912,184,8740,-691,6014,14012
8913,17,8060,5014,2339,15410
8914,32,12911,5511,8839,27088
8916,1551,29347,8118,-32134,5290
8917,33,5795,3916,12076,21637
8918,96,3964,8498,-1103,11283
8919,29,5415,3751,13026,22041
8921,75,7121,3015,7649,17780
8922,36,4735,4839,5676,15164
8923,58,10311,11658,7550,29405
8924,75,5935,-2484,1122,4538
8926,45,14030,4644,8654,27059
8927,13,10260,5003,10251,25509
8928,38,13964,5932,9295,28946
8929,174,-1008,9895,650,9448
8930,192,-980,17086,-4833,11258
8931,277,3893,10209,-6870,7220
8932,46,7769,8473,12511,28510
8933,93,1999,-454,5051,6543
8934,6,8550,5723,8402,22660
8935,126,7878,-3718,8110,12205
8936,50,7379,7345,14559,29035
8937,576,5339,-4508,8542,9306
8938,33,3424,12284,11198,26641
8939,190,-966,-5401,11292,4891
8940,18,5589,7846,9395,22621
8941,21,6021,6918,8114,20894
8942,115,7950,9170,-4432,12571
8943,135,1108,1508,6392,8995
8944,839,36649,-8947,-24357,3334
8945,225,2916,-3560,12538,11871
8946,185,-6269,2125,7251,3081
8947,21,1329,7663,1408,10366
8948,252,-3162,9355,11135,17317
8949,15,8276,4808,3496,16477
8950,80,5002,3999,11264,20103
8951,292,18144,8564,2974,29532
8952,122,4006,9795,-145,13652
8953,463,-5522,7927,3524,5900
8954,30,11699,11735,5833,29171
8955,16,2325,7543,7474,17299
8956,269,9606,5334,2591,17358
8958,26,4920,4792,7633,17334
8959,39,10104,9806,9990,29757
8960,521,-12710,6792,11507,5561
8961,116,7420,4348,1069,12812
8963,1143,43507,-58945,21905,6462
8964,32,-2048,2107,4623,4680
8965,101,9351,1616,-860,10032
8966,39,4987,8507,9230,22674
8967,243,1666,4260,8248,14113
8968,4,8295,5487,5165,18860
8969,33,11910,3664,3313,18757
8970,29,5052,10421,13200,28538
8972,190,15273,8622,144,23841
8973,39,6993,12676,7532,26999
8974,26,5572,8663,8919,22929
8975,25,9191,7362,6262,22803
8976,142,3655,-2080,6167,7682
8978,6,7205,9731,6477,23274
8979,0,8158,193,2891,11150
8980,155,-1686,7974,10850,17023
8981,156,-3520,501,10262,7210
8983,39,10206,2983,10753,23819
8984,172,3998,309,4441,8723
8985,437,433,4920,-894,4430
8986,16,3180,2685,5925,11744
8988,21,2454,1204,7349,10956
8989,140,4777,4086,3218,11978
8990,22,3691,9459,6346,19346
8991,52,9158,11264,7349,27662
8992,263,584,2582,6422,9504
8993,96,4782,-1246,3931,7449
8994,146,12661,903,2082,15506
8995,137,10341,8252,-2853,15691
8997,32,6124,1966,-1353,6718
8998,395,-7517,20415,-4757,8099
9000,42,3470,7314,7258,17931
9001,93,5352,9316,4672,19259
9002,1117,-14124,25017,-6810,4052
9003,17,10022,6392,7643,23940
9004,237,-2952,3702,3870,4592
9005,175,8110,3732,4659,16393
9006,26,2708,10679,9024,22314
9007,206,10753,-7789,10388,13302
9008,26,8244,11669,5589,25461
9009,56,5761,14676,6181,26475
9010,24,7118,5517,6629,19098
9011,25,3196,10385,12481,25870
9012,61,4550,3454,2097,10067
9013,25,5251,2062,9138,16440
9014,201,17300,-2462,14782,29520
9015,221,8686,-1056,188,7783
9016,889,7123,-2542,3631,8140
9017,45,9290,10305,5883,25470
9018,31,8494,9584,4856,22757
9019,333,-691,25998,1786,26852
9020,210,-5034,14190,20319,29185
9021,14,4590,9473,6917,20932
9022,120,3115,5410,3457,11888
9023,156,2194,9756,8117,19954
9024,132,1788,6515,4590,12834
9025,30,10681,6135,6950,23716
9026,30,3109,7563,12673,23236
9027,186,5865,17775,-6319,17166
9028,466,-191,11670,-7705,3755
9029,734,-4893,17050,-7087,5036
9031,9,7927,2088,7670,17542
9032,99,1595,5937,4638,12165
9033,36,3274,11226,12266,26739
9034,272,5848,10858,-12247,4442
9035,2212,12006,61344,-68764,4541
9036,36,7763,5965,6021,19706
9037,440,11596,-4026,8864,16306
9038,34,5364,5056,6477,16891
9039,21,8084,3773,710,12533
9040,181,9846,2906,1607,14315
9041,40,12970,4083,6438,23487
9042,327,2935,10183,12785,25812
9043,21,9689,5067,8873,23496
9044,19,1833,5757,4214,11768
9045,621,4338,10809,-9509,5592
9046,24,5445,6986,6432,18718
9047,34,6852,4969,12244,24053
9048,11,10478,2809,7844,20974
9049,36,8097,11848,5917,25847
9050,0,2618,9037,8633,20237
9051,126,1198,6520,4520,12187
9052,11,8109,10517,3324,21843
9053,776,1084,-30184,36141,7010
9054,11,7591,8080,5161,20777
9055,48,15075,6744,4208,26022
9056,32,8841,9389,7088,25263
9057,196,3405,16178,8058,27390
9058,1,3675,5649,5156,14429
9059,202,-3309,13675,1602,11927
9060,8,8115,2991,10044,21070
9061,23,9673,6419,11082,26939
9062,754,14537,8070,-16732,5820
9063,99,-6939,5915,6162,5131
9064,150,8230,-2252,8046,13938
9065,21,9715,3043,9013,21654
9066,48,9173,8407,8089,25597
9067,11,8013,2406,1856,12158
9068,126,8663,1771,2434,12764
9069,50,8703,7806,9638,26072
9070,23,8157,3215,9839,21069
9071,187,5018,8280,12959,26164
9072,144,-3329,1055,17078,14755
9073,23,7700,1466,7202,16298
9074,2849,22984,89790,-86607,26164
9075,176,9795,5591,-7354,7978
9076,2734,-94865,25045,73334,3501
9077,416,605,12487,-8835,4232
9078,37,13006,5734,9242,27804
9079,27,-605,5344,-1285,3434
9080,36,6609,10150,6908,23449
9081,167,7720,5829,4959,18507
9082,39,11872,4761,8247,24745
9083,205,-3304,9807,10186,16582
9084,33,12930,3737,9873,26362
9085,30,9503,4822,8522,22774
9086,47,13014,5595,3871,22294
9087,12,6150,6470,5731,18183
9088,14,7376,5943,3857,17174
9089,34,7270,5847,10826,23759
9090,621,26032,-4165,6231,27929
9091,42,10757,9298,6509,26360
9092,236,9472,-4512,468,5399
9093,373,8175,4316,4572,16951
9095,11,5563,5157,3603,14230
9096,46,5238,10824,9081,25130
9097,48,10257,12067,6977,29021
9098,126,4944,-2908,1657,3668
9099,39,5453,9464,12437,27163
9100,43,13029,3583,10788,27226
9101,525,13536,-18160,34230,29346
9102,2,2479,5102,4022,11523
9103,27,4071,11231,11343,26521
9104,443,-2257,614,11822,10088
9106,16,10595,5168,6296,21966
9107,636,-9089,31447,6842,29025
9108,92,6947,-1712,1854,7043
9109,1,3800,1263,9903,14899
9110,48,7996,5472,6188,19602
9111,183,10270,11282,-3946,17439
9112,247,11832,13146,-9079,15779
9113,201,8337,-6277,4542,6555
9114,177,10475,6803,-5395,11775
9115,414,-6073,6471,11794,12104
9116,139,10097,-2037,-364,7664
9117,305,-2926,12650,12074,21653
9118,128,9081,1064,3201,13234
9119,35,4882,9634,9353,23732
9121,100,3611,-1430,5612,7793
9122,15,4108,5822,4774,14579
9123,189,14054,4433,8158,26462
9124,29,4023,13539,10650,28134
9125,178,1024,12412,8570,21849
9126,4355,166082,-65203,-96449,4427
9127,163,11004,963,8074,20020
9128,268,13657,10594,4785,28859
9129,38,7484,13228,7929,28637
9130,25,3127,6276,12126,21520
9131,46,11296,4242,11240,26531
9133,240,10013,10266,7228,27271
9134,277,1073,10630,15081,26676
9135,12,8174,8463,1769,18257
9136,665,-13179,-11255,28322,3856
9137,37,1549,2789,4460,8765
9138,138,4099,5558,99,9686
9139,121,6706,-480,5043,11164
9141,312,8116,10824,-10260,8613
9142,326,14111,-4196,64,9943
9143,1563,-17774,-3031,26368,5513
9144,8,9606,4096,9091,22680
9145,43,8820,8389,5701,22901
9146,25,4712,4896,5292,14772
9147,635,6286,3523,-3127,6660
9148,145,2203,2753,11891,16822
9149,34,4849,12359,6166,23301
9150,324,3323,6946,-5316,4925
9151,69,744,5899,814,7409
9152,145,-1410,9422,6989,14855
9153,299,19742,4271,-15277,8669
9154,38,8896,5396,11386,25657
9155,479,10441,7339,-11178,6560
9156,778,-13022,22299,-5466,3783
9157,30,10662,7376,9617,27501
9158,793,14546,9251,-15013,8714
9159,27,7230,2913,2107,12226
9160,480,-8694,-72,16762,7932
9161,26,9936,6714,4823,21292
9162,42,5387,9997,12645,27904
9163,408,5057,-7985,8340,5360
9164,286,4623,10507,7170,22169
9165,156,-525,2919,2291,4661
9166,13,10859,3467,9234,23348
9167,1,10052,4876,6181,21039
9168,172,1165,13640,6647,21414
9169,248,17118,-1439,9235,24907
9170,68,7352,8216,8021,23463
9171,219,2898,7432,11424,21644
9172,58,1069,4072,5752,10807
9173,37,6733,9357,11606,27573
9174,2048,-3262,-32855,42858,6723
9175,34,14037,7888,8084,29765
9176,30,5693,9551,10012,25096
9177,22,5914,8090,9127,22937
9178,28,8011,4869,10705,23544
9179,137,5336,6491,-3057,8704
9181,33,11854,4025,4721,20410
9182,28,7594,11293,7854,26630
9183,231,-1607,10669,8394,17375
9184,596,-18806,16651,9595,7411
9185,31,10436,5502,8612,24452
9186,115,711,3874,7689,12189
9187,102,6264,-3307,2235,5143
9188,144,1965,10951,701,13559
9189,339,-8470,14080,22949,28484
9190,67,6070,1384,7763,15162
9191,42,7890,6986,11434,26275
9192,14,2778,4080,5746,12541
9193,203,10928,-1808,9406,18491
9194,193,5755,9999,-2547,13151
9195,4,10183,9583,9930,29643
9196,28,9362,7385,4100,20717
9197,3,5094,2746,6646,14435
9198,198,13169,10413,-2955,20453
9200,141,7929,7597,-1904,13502
9201,52,5577,6490,10604,22518
9202,2115,-26741,266,30513,4009
9203,22,3446,9399,4274,17092
9204,237,-3730,11627,13861,21574
9205,28,10742,3671,9036,23289
9207,131,-1920,11478,-1231,8279
9208,0,9420,7492,10010,26676
9209,36,12340,6489,7909,26489
9210,48,8410,8634,12399,29196
9211,41,12052,10998,3846,26838
9212,38,5660,10246,5701,21501
9213,408,14027,-10790,1738,4947
9214,295,-5682,12253,-307,6214
9215,28,6586,10003,8656,25194
9216,184,1873,11655,2512,15987
9217,212,-2219,8650,8048,14375
9218,33,1173,2062,-52,3158
9219,177,2796,14771,4861,22226
9220,49,7060,13062,7749,27642
9221,48,12763,9212,5645,27584
9222,20,3975,11057,5639,20500
9223,301,5322,14010,3494,22730
9224,292,-9767,4273,12765,7246
9225,12,5393,6559,2094,13985
9226,3366,-12794,-22320,39149,3996
9227,20,2673,6448,7490,16451
9228,21,5415,4435,8011,17790
9229,24,10108,9112,5691,24680
9230,1,9407,9996,5122,24494
9231,37,11406,4218,8843,24455
9232,120,-2324,8338,2264,8237
9233,28,9324,9267,2113,20694
9234,245,5113,10220,7634,22953
9235,646,8033,-22839,19805,4975
9236,380,18882,5783,-13682,10911
9237,86,1955,-211,2621,4342
9238,851,2127,12557,-6620,8014
9239,94,4969,3034,-1265,6709
9240,23,3008,9244,9249,21375
9241,12,8186,7216,8313,23603
9242,36,11583,3040,8115,22641
9243,29,7008,6677,7539,21215
9244,22,2265,9261,1233,12713
9245,27,8287,9201,2024,19456
9246,100,3091,2919,1753,7750
9247,142,10642,125,-837,9853
9248,88,6997,2384,6177,15418
9249,45,11360,10526,7872,29645
9250,66,1699,2966,9223,13770
9251,1872,18893,-19796,6341,5420
9252,691,-21143,20401,15024,14247
9253,195,4353,1769,11680,17664
9254,42,5002,13540,10475,28800
9255,30,12772,5724,8330,26660
9256,144,4085,5762,1535,11367
9257,220,11995,8352,9112,29227
9258,260,14897,4121,-12185,6789
9259,193,1395,11119,1677,14090
9260,2,4746,3657,9834,18097
9261,37,1577,2623,1753,5952
9262,1,4538,9243,4335,18079
9263,2282,5564,27979,-25286,8206
9265,1059,-6341,-26287,37433,4774
9266,131,3901,8015,4383,16273
9267,161,-5786,983,9758,4953
9268,249,12749,5628,5955,24125
9270,21,10734,6491,8040,25193
9271,27,4930,10382,12654,27927
9272,25,10759,3410,9258,23335
9273,283,15107,-7620,845,8286
9274,12,6245,7641,8195,21999
9275,52,12922,8461,8131,29418
9276,32,2850,10366,8468,21631
9277,159,7080,1026,-509,7533
9278,1223,-28074,15259,16783,3968
9279,729,20662,-12425,-2262,5957
9280,81,11536,5612,8838,25797
9281,83,4867,2183,1288,8284
9282,20,7739,7159,8772,23473
9283,43,7989,11358,6219,25437
9284,233,-135,1053,7437,8300
9285,16,6276,2145,4130,12478
9286,97,5403,6418,5065,16779
9287,219,4522,5448,10181,19965
9288,173,3708,11117,9087,23693
9290,43,12645,7389,8236,28039
9291,239,4708,8009,-1068,11646
9292,436,-14412,11679,17209,14333
9293,23,9377,7728,375,17405
9294,312,-6284,-4480,16946,6134
9295,395,22784,-2622,-10113,9981
9296,2,7790,2449,6567,16777
9297,160,-1153,5751,7969,12502
9298,9,3162,9910,6599,19572
9299,22,9790,6685,10263,26610
